emp_no,salary,from_date,to_date
10631,45784,1996-10-17,1997-10-17
10631,56318,1999-10-17,2000-10-16
10631,43833,1995-10-18,1996-10-17
10631,56108,2000-10-16,2001-10-16
10631,58267,2001-10-16,9999-01-01
10631,50169,1997-10-17,1998-10-17
10632,84299,1987-07-25,1987-11-20
10632,81394,1986-07-25,1987-07-25
10632,81733,1985-07-25,1986-07-25
10633,93996,2001-05-15,2002-05-15
10633,89362,1999-05-16,2000-05-15
10633,85077,1998-05-16,1999-05-16
10633,96424,2002-05-15,9999-01-01
10633,91269,2000-05-15,2001-05-15
10633,81900,1997-05-16,1998-05-16
10634,52577,1992-11-10,1993-11-10
10634,58074,1996-11-09,1997-11-09
10634,66194,2001-11-08,9999-01-01
10634,63875,2000-11-08,2001-11-08
10634,58541,1995-11-10,1996-11-09
10634,54146,1993-11-10,1994-11-10
10634,45179,1990-11-11,1991-11-11
10634,60356,1998-11-09,1999-11-09
10634,62635,1999-11-09,2000-11-08
10634,58280,1994-11-10,1995-11-10
10634,49408,1991-11-11,1992-11-10
10634,57584,1997-11-09,1998-11-09
10635,40000,1991-09-22,1992-09-21
10635,42468,1993-09-21,1994-09-21
10635,42566,1994-09-21,1995-09-21
10635,52412,1998-09-20,1999-09-20
10635,40272,1992-09-21,1993-09-21
10635,52090,1999-09-20,1999-12-20
10635,49975,1996-09-20,1997-09-20
10635,45751,1995-09-21,1996-09-20
10635,50934,1997-09-20,1998-09-20
10636,40904,1996-09-25,1997-09-25
10636,43091,1997-09-25,1998-09-25
10636,44861,2000-09-24,2001-09-24
10636,44163,1998-09-25,1999-09-25
10636,44780,1999-09-25,2000-09-24
10636,48967,2001-09-24,9999-01-01
10637,111689,1996-07-10,1997-07-10
10637,117547,1999-07-10,2000-01-19
10637,106753,1994-07-11,1995-07-11
10637,109892,1995-07-11,1996-07-10
10637,117483,1998-07-10,1999-07-10
10637,103579,1993-07-11,1994-07-11
10637,113629,1997-07-10,1998-07-10
10638,57291,2001-11-08,9999-01-01
10638,46005,1995-11-10,1996-11-09
10638,41573,1994-11-10,1995-11-10
10638,46482,1996-11-09,1997-11-09
10638,50819,1997-11-09,1998-11-09
10638,56139,2000-11-08,2001-11-08
10638,53912,1998-11-09,1999-11-09
10638,55407,1999-11-09,2000-11-08
10639,56646,1997-10-24,1998-10-24
10639,47907,1993-10-25,1994-10-25
10639,57414,1999-10-24,2000-10-23
10639,61850,2000-10-23,2001-10-23
10639,46291,1992-10-25,1993-10-25
10639,57298,1998-10-24,1999-10-24
10639,50315,1994-10-25,1995-10-25
10639,52776,1995-10-25,1996-10-24
10639,52915,1996-10-24,1997-10-24
10639,61362,2001-10-23,9999-01-01
10640,76814,1999-12-03,2000-12-02
10640,71539,1994-12-04,1995-12-04
10640,71729,1995-12-04,1996-12-03
10640,82631,2001-12-02,9999-01-01
10640,72688,1996-12-03,1997-12-03
10640,76054,1998-12-03,1999-12-03
10640,75832,1997-12-03,1998-12-03
10640,69578,1993-12-04,1994-12-04
10640,81090,2000-12-02,2001-12-02
10640,65156,1992-12-04,1993-12-04
10641,60236,2002-03-19,9999-01-01
10641,56483,2001-03-19,2002-03-19
10641,52106,1999-03-20,2000-03-19
10641,47845,1998-03-20,1999-03-20
10641,43755,1995-03-21,1996-03-20
10641,45422,1996-03-20,1997-03-20
10641,53453,2000-03-19,2001-03-19
10641,42602,1994-03-21,1995-03-21
10641,41785,1993-03-21,1994-03-21
10641,48157,1997-03-20,1998-03-20
10642,45550,2000-10-04,2001-10-04
10642,49154,2001-10-04,9999-01-01
10642,44222,1999-10-05,2000-10-04
10642,40000,1998-10-05,1999-10-05
10643,64243,1993-11-09,1994-11-09
10643,67854,1994-11-09,1995-11-09
10643,57485,1991-11-10,1992-11-09
10643,70299,1995-11-09,1996-11-08
10643,49864,1988-11-10,1989-11-10
10643,75810,1997-11-08,1998-11-08
10643,61172,1992-11-09,1993-11-09
10643,54137,1990-11-10,1991-11-10
10643,79607,1999-11-08,2000-11-07
10643,46600,1987-11-11,1988-11-10
10643,81463,2001-11-07,9999-01-01
10643,81845,2000-11-07,2001-11-07
10643,49770,1989-11-10,1990-11-10
10643,74585,1996-11-08,1997-11-08
10643,76471,1998-11-08,1999-11-08
10644,81040,1990-05-28,1991-05-28
10644,81806,1993-05-27,1994-05-27
10644,78373,1989-05-28,1990-05-28
10644,75571,1986-05-29,1987-05-29
10644,81036,1991-05-28,1992-05-27
10644,78348,1988-05-28,1989-05-28
10644,75403,1985-05-29,1986-05-29
10644,81275,1995-05-27,1995-08-25
10644,77859,1987-05-29,1988-05-28
10644,80554,1992-05-27,1993-05-27
10644,81768,1994-05-27,1995-05-27
10645,50171,1993-02-28,1994-02-28
10645,59977,1996-02-28,1997-02-27
10645,63446,1997-02-27,1998-02-27
10645,67234,2002-02-26,9999-01-01
10645,58331,1995-02-28,1996-02-28
10645,64414,1998-02-27,1999-02-27
10645,45521,1991-03-01,1992-02-29
10645,42857,1989-03-01,1990-03-01
10645,46644,1992-02-29,1993-02-28
10645,65232,1999-02-27,2000-02-27
10645,66309,2000-02-27,2001-02-26
10645,45178,1990-03-01,1991-03-01
10645,54512,1994-02-28,1995-02-28
10645,40000,1988-03-01,1989-03-01
10645,67065,2001-02-26,2002-02-26
10646,60996,2002-01-29,9999-01-01
10646,53937,2000-01-30,2001-01-29
10646,52620,1997-01-30,1998-01-30
10646,52645,1998-01-30,1999-01-30
10646,52197,1999-01-30,2000-01-30
10646,51562,1996-01-31,1997-01-30
10646,56742,2001-01-29,2002-01-29
10647,49758,1999-09-03,2000-09-02
10647,51137,2000-09-02,2001-09-02
10647,53424,2001-09-02,9999-01-01
10647,48302,1997-09-03,1998-09-03
10647,49106,1998-09-03,1999-09-03
10648,54666,1996-02-14,1997-02-13
10648,59071,1997-02-13,1998-02-13
10648,64884,2000-02-13,2001-02-12
10648,72324,2002-02-12,9999-01-01
10648,43025,1990-02-15,1991-02-15
10648,62131,1998-02-13,1999-02-13
10648,51992,1994-02-14,1995-02-14
10648,67990,2001-02-12,2002-02-12
10648,49540,1993-02-14,1994-02-14
10648,62439,1999-02-13,2000-02-13
10648,45434,1992-02-15,1993-02-14
10648,53367,1995-02-14,1996-02-14
10648,40000,1988-02-16,1989-02-15
10648,42189,1989-02-15,1990-02-15
10648,42570,1991-02-15,1992-02-15
10649,44018,2001-06-22,2002-06-22
10649,40000,1998-06-23,1999-06-23
10649,41335,1999-06-23,2000-06-22
10649,45167,2002-06-22,9999-01-01
10649,44451,2000-06-22,2001-06-22
10650,51993,1995-10-04,1996-10-03
10650,55903,1996-10-03,1997-10-03
10650,69773,2001-10-02,9999-01-01
10650,60117,1997-10-03,1998-10-03
10650,45312,1993-10-04,1994-10-04
10650,65346,1999-10-03,2000-10-02
10650,48545,1994-10-04,1995-10-04
10650,43591,1992-10-04,1993-10-04
10650,63021,1998-10-03,1999-10-03
10650,68353,2000-10-02,2001-10-02
10651,52552,2002-01-06,9999-01-01
10651,48020,2000-01-07,2001-01-06
10651,48089,1999-01-07,2000-01-07
10651,42023,1996-01-08,1997-01-07
10651,43962,1997-01-07,1998-01-07
10651,46982,1998-01-07,1999-01-07
10651,52021,2001-01-06,2002-01-06
10652,53160,1990-02-12,1991-02-12
10652,52984,1991-02-12,1992-01-13
10653,60584,1995-04-28,1996-04-27
10653,42828,1988-04-29,1989-04-29
10653,45483,1990-04-29,1991-04-29
10653,72375,2000-04-26,2001-04-26
10653,40000,1987-04-30,1988-04-29
10653,53406,1993-04-28,1994-04-28
10653,65834,1998-04-27,1999-04-27
10653,75820,2001-04-26,2002-04-26
10653,47470,1991-04-29,1992-04-28
10653,61650,1996-04-27,1997-04-27
10653,78957,2002-04-26,9999-01-01
10653,51843,1992-04-28,1993-04-28
10653,65024,1997-04-27,1998-04-27
10653,68606,1999-04-27,2000-04-26
10653,42541,1989-04-29,1990-04-29
10653,56278,1994-04-28,1995-04-28
10654,57326,1996-03-23,1997-03-23
10654,59587,1997-03-23,1998-03-23
10654,63048,1999-03-23,2000-03-22
10654,53017,1993-03-24,1994-03-24
10654,68966,2002-03-22,9999-01-01
10654,55821,1994-03-24,1995-03-24
10654,66498,2001-03-22,2002-03-22
10654,64759,2000-03-22,2001-03-22
10654,49062,1990-03-25,1991-03-25
10654,49830,1992-03-24,1993-03-24
10654,62941,1998-03-23,1999-03-23
10654,48583,1991-03-25,1992-03-24
10654,56019,1995-03-24,1996-03-23
10655,91463,2000-07-03,2001-07-03
10655,83518,1998-07-04,1999-07-04
10655,82968,1997-07-04,1998-07-04
10655,99498,2002-07-03,9999-01-01
10655,95709,2001-07-03,2002-07-03
10655,87675,1999-07-04,2000-07-03
10656,51223,1996-06-19,1997-06-19
10656,48721,1995-06-20,1996-06-19
10656,41583,1991-06-21,1992-06-20
10656,46016,1994-06-20,1995-06-20
10656,42870,1993-06-20,1994-06-20
10656,64532,2002-06-18,9999-01-01
10656,40658,1988-06-21,1989-06-21
10656,62416,2000-06-18,2001-06-18
10656,41591,1989-06-21,1990-06-21
10656,54370,1997-06-19,1998-06-19
10656,59289,1999-06-19,2000-06-18
10656,55097,1998-06-19,1999-06-19
10656,63106,2001-06-18,2002-06-18
10656,42587,1992-06-20,1993-06-20
10656,41325,1990-06-21,1991-06-21
10657,68162,1998-03-25,1999-03-25
10657,54712,1993-03-26,1994-03-26
10657,77545,2001-03-24,2002-03-24
10657,72174,1999-03-25,2000-03-24
10657,68506,1997-03-25,1998-03-25
10657,73870,2000-03-24,2001-03-24
10657,65341,1996-03-25,1997-03-25
10657,52462,1992-03-26,1993-03-26
10657,58268,1994-03-26,1995-03-26
10657,80161,2002-03-24,9999-01-01
10657,62216,1995-03-26,1996-03-25
10658,60978,1994-04-29,1995-04-29
10658,72179,2000-04-27,2001-04-27
10658,77983,2002-04-27,9999-01-01
10658,72628,1999-04-28,2000-04-27
10658,69148,1997-04-28,1998-04-28
10658,68356,1996-04-28,1997-04-28
10658,71062,1998-04-28,1999-04-28
10658,64367,1995-04-29,1996-04-28
10658,76521,2001-04-27,2002-04-27
10659,48869,2002-05-30,9999-01-01
10659,40351,1996-05-31,1997-05-31
10659,48395,2000-05-30,2001-05-30
10659,46114,1999-05-31,2000-05-30
10659,44627,1998-05-31,1999-05-31
10659,48047,2001-05-30,2002-05-30
10659,40000,1995-06-01,1996-05-31
10659,40801,1997-05-31,1998-05-31
10660,41814,1988-08-12,1989-08-12
10660,41600,1989-08-12,1990-08-12
10660,44793,1990-08-12,1991-07-12
10661,54527,1993-01-10,1994-01-10
10661,65936,2000-01-09,2001-01-08
10661,49468,1990-01-11,1991-01-11
10661,55376,1994-01-10,1995-01-10
10661,63871,1999-01-09,2000-01-09
10661,48954,1989-01-11,1990-01-11
10661,56879,1995-01-10,1996-01-10
10661,48179,1988-01-12,1989-01-11
10661,63244,1997-01-09,1998-01-09
10661,50474,1991-01-11,1992-01-11
10661,63702,1998-01-09,1999-01-09
10661,70164,2001-01-08,2002-01-08
10661,71957,2002-01-08,9999-01-01
10661,53621,1992-01-11,1993-01-10
10661,59843,1996-01-10,1997-01-09
10662,75709,2001-12-16,9999-01-01
10662,74023,2000-12-16,2001-12-16
10662,71708,1999-12-17,2000-12-16
10663,69093,2000-01-22,2001-01-21
10663,67568,1999-01-22,2000-01-22
10663,59145,1996-01-23,1997-01-22
10663,54793,1995-01-23,1996-01-23
10663,73579,2001-01-21,2002-01-21
10663,76268,2002-01-21,9999-01-01
10663,63465,1998-01-22,1999-01-22
10663,47521,1993-01-23,1994-01-23
10663,60403,1997-01-22,1998-01-22
10663,50991,1994-01-23,1995-01-23
10664,70545,1998-12-22,1999-12-22
10664,57126,1992-12-23,1993-12-23
10664,52072,1990-12-24,1991-12-24
10664,48215,1989-12-24,1990-12-24
10664,74896,2000-12-21,2001-12-21
10664,67544,1996-12-22,1997-12-22
10664,56495,1991-12-24,1992-12-23
10664,67075,1997-12-22,1998-12-22
10664,60202,1993-12-23,1994-12-23
10664,78613,2001-12-21,9999-01-01
10664,66946,1995-12-23,1996-12-22
10664,73179,1999-12-22,2000-12-21
10664,64628,1994-12-23,1995-12-23
10665,60090,1996-01-21,1997-01-20
10665,64290,2000-01-20,2000-07-13
10665,44374,1989-01-22,1990-01-22
10665,49894,1991-01-22,1992-01-22
10665,62220,1997-01-20,1998-01-20
10665,54738,1993-01-21,1994-01-21
10665,40000,1988-01-23,1989-01-22
10665,45411,1990-01-22,1991-01-22
10665,63983,1999-01-20,2000-01-20
10665,59549,1995-01-21,1996-01-21
10665,55422,1994-01-21,1995-01-21
10665,53012,1992-01-22,1993-01-21
10665,64357,1998-01-20,1999-01-20
10666,96493,1996-05-18,1997-05-18
10666,105688,1999-05-18,2000-05-17
10666,109858,2000-05-17,2001-05-17
10666,98285,1997-05-18,1998-05-18
10666,101462,1998-05-18,1999-05-18
10666,112604,2002-05-17,9999-01-01
10666,112523,2001-05-17,2002-05-17
10666,82076,1990-05-20,1991-05-20
10666,87034,1992-05-19,1993-05-19
10666,90543,1993-05-19,1994-05-19
10666,92757,1995-05-19,1996-05-18
10666,78258,1989-05-20,1990-05-20
10666,90892,1994-05-19,1995-05-19
10666,84420,1991-05-20,1992-05-19
10667,44520,2002-07-27,9999-01-01
10667,39851,2000-07-27,2001-07-27
10667,40000,1999-07-28,2000-07-27
10667,40250,2001-07-27,2002-07-27
10668,66485,1998-11-28,1999-09-03
10668,65326,1997-11-28,1998-11-28
10669,39582,1997-11-17,1998-11-17
10669,40395,1998-11-17,1999-11-17
10669,40000,1996-11-17,1997-11-17
10669,50044,2001-11-16,9999-01-01
10669,45906,2000-11-16,2001-11-16
10669,44254,1999-11-17,2000-11-16
10670,82183,1992-03-22,1993-03-22
10670,94645,2000-03-20,2001-03-20
10670,94857,2001-03-20,2002-03-20
10670,74595,1988-03-23,1989-03-23
10670,85280,1995-03-22,1996-03-21
10670,85564,1994-03-22,1995-03-22
10670,88194,1997-03-21,1998-03-21
10670,97173,2002-03-20,9999-01-01
10670,80016,1990-03-23,1991-03-23
10670,86642,1996-03-21,1997-03-21
10670,93593,1999-03-21,2000-03-20
10670,78041,1989-03-23,1990-03-23
10670,90318,1998-03-21,1999-03-21
10670,80937,1991-03-23,1992-03-22
10670,82086,1993-03-22,1994-03-22
10671,75070,1997-09-13,1998-09-13
10671,76893,1998-09-13,1999-09-13
10671,80604,2000-09-12,2001-09-12
10671,74037,1995-09-14,1996-09-13
10671,85001,2001-09-12,9999-01-01
10671,76979,1999-09-13,2000-09-12
10671,74975,1996-09-13,1997-09-13
10672,67721,1992-09-28,1993-09-28
10672,71788,1994-09-28,1995-09-28
10672,64663,1991-09-29,1992-09-28
10672,67767,1993-09-28,1994-09-28
10672,73348,1995-09-28,1996-04-19
10673,43745,1996-07-28,1997-07-28
10673,40000,1994-07-29,1995-07-29
10673,42429,1995-07-29,1996-07-28
10673,44053,1997-07-28,1998-01-14
10674,43983,2001-03-16,2002-03-16
10674,40000,1999-03-17,2000-03-16
10674,39757,2000-03-16,2001-03-16
10674,46923,2002-03-16,9999-01-01
10675,72318,1997-02-01,1998-02-01
10675,68965,1996-02-02,1997-02-01
10675,85978,2002-01-31,9999-01-01
10675,65219,1994-02-02,1995-02-02
10675,84846,2001-01-31,2002-01-31
10675,68456,1995-02-02,1996-02-02
10675,73258,1998-02-01,1999-02-01
10675,81052,2000-02-01,2001-01-31
10675,62205,1993-02-02,1994-02-02
10675,77552,1999-02-01,2000-02-01
10676,60301,2000-09-03,2001-09-03
10676,63189,2001-09-03,9999-01-01
10676,58226,1999-09-04,2000-09-03
10677,59003,2001-10-12,9999-01-01
10677,59439,2000-10-12,2001-10-12
10677,56994,1999-10-13,2000-10-12
10678,90586,1999-07-30,2000-07-29
10678,63315,1988-08-01,1989-08-01
10678,79056,1995-07-31,1996-07-30
10678,67522,1990-08-01,1991-08-01
10678,75335,1994-07-31,1995-07-31
10678,71355,1992-07-31,1993-07-31
10678,83511,1996-07-30,1997-07-30
10678,86864,1998-07-30,1999-07-30
10678,95413,2001-07-29,2002-07-29
10678,63327,1989-08-01,1990-08-01
10678,71047,1991-08-01,1992-07-31
10678,86266,1997-07-30,1998-07-30
10678,95475,2002-07-29,9999-01-01
10678,74741,1993-07-31,1994-07-31
10678,60389,1987-08-02,1988-08-01
10678,93699,2000-07-29,2001-07-29
10679,48448,1996-05-11,1997-05-11
10679,40000,1990-05-13,1991-05-13
10679,44849,1995-05-12,1996-05-11
10679,54255,1999-05-11,2000-05-10
10679,61658,2002-05-10,9999-01-01
10679,59511,2001-05-10,2002-05-10
10679,48691,1997-05-11,1998-05-11
10679,52351,1998-05-11,1999-05-11
10679,45163,1994-05-12,1995-05-12
10679,41748,1991-05-13,1992-05-12
10679,56470,2000-05-10,2001-05-10
10679,43307,1993-05-12,1994-05-12
10679,41370,1992-05-12,1993-05-12
10680,46786,1998-11-20,1998-12-08
10680,45085,1996-11-20,1997-11-20
10680,44729,1995-11-21,1996-11-20
10680,40000,1992-11-21,1993-11-21
10680,41703,1993-11-21,1994-11-21
10680,46218,1997-11-20,1998-11-20
10680,43565,1994-11-21,1995-11-21
10681,94829,2000-09-30,2001-09-30
10681,92027,1999-10-01,2000-09-30
10681,90369,1997-10-01,1998-10-01
10681,96834,2001-09-30,9999-01-01
10681,84136,1995-10-02,1996-10-01
10681,85912,1996-10-01,1997-10-01
10681,90931,1998-10-01,1999-10-01
10682,51832,1997-11-07,1998-11-07
10682,57223,1999-11-07,2000-11-06
10682,59907,2000-11-06,2001-11-06
10682,51726,1995-11-08,1996-11-07
10682,40000,1990-11-09,1991-11-09
10682,51725,1996-11-07,1997-11-07
10682,55086,1998-11-07,1999-11-07
10682,45669,1992-11-08,1993-11-08
10682,42576,1991-11-09,1992-11-08
10682,49936,1993-11-08,1994-11-08
10682,51008,1994-11-08,1995-11-08
10682,63069,2001-11-06,9999-01-01
10683,53616,2002-06-22,9999-01-01
10683,40000,1997-06-23,1998-06-23
10683,50093,2000-06-22,2001-06-22
10683,50697,2001-06-22,2002-06-22
10683,43726,1998-06-23,1999-06-23
10683,48136,1999-06-23,2000-06-22
10684,46564,2000-10-27,2001-10-27
10684,47683,2001-10-27,9999-01-01
10684,45861,1999-10-28,2000-10-27
10685,60601,1995-12-27,1996-10-20
10686,66803,1995-05-15,1996-05-14
10686,52406,1988-05-16,1989-05-16
10686,54754,1989-05-16,1990-05-16
10686,76772,2000-05-13,2001-05-13
10686,76660,2001-05-13,2002-05-13
10686,58694,1990-05-16,1991-05-16
10686,65978,1994-05-15,1995-05-15
10686,50869,1987-05-17,1988-05-16
10686,72498,1999-05-14,2000-05-13
10686,72130,1997-05-14,1998-05-14
10686,72686,1998-05-14,1999-05-14
10686,69556,1996-05-14,1997-05-14
10686,76713,2002-05-13,9999-01-01
10686,64741,1992-05-15,1993-05-15
10686,66137,1993-05-15,1994-05-15
10686,61453,1991-05-16,1992-05-15
10687,42607,1991-03-13,1992-03-12
10687,63004,2000-03-10,2001-03-10
10687,40000,1990-03-13,1991-03-13
10687,56191,1997-03-11,1998-03-11
10687,46374,1994-03-12,1995-03-12
10687,48478,1995-03-12,1996-03-11
10687,52674,1996-03-11,1997-03-11
10687,62346,1999-03-11,2000-03-10
10687,43242,1992-03-12,1993-03-12
10687,46706,1993-03-12,1994-03-12
10687,66082,2001-03-10,2002-03-10
10687,58121,1998-03-11,1999-03-11
10687,69415,2002-03-10,9999-01-01
10688,88410,1986-04-13,1987-04-13
10688,102592,1993-04-11,1994-04-11
10688,101732,1992-04-11,1993-04-11
10688,106278,1995-04-11,1996-04-10
10688,93447,1988-04-12,1989-04-12
10688,112357,2000-04-09,2001-04-09
10688,96837,1990-04-12,1991-04-12
10688,89818,1987-04-13,1988-04-12
10688,97737,1991-04-12,1992-04-11
10688,104821,1994-04-11,1995-04-11
10688,110058,1997-04-10,1998-04-10
10688,109609,1998-04-10,1999-04-10
10688,114348,2001-04-09,2002-04-09
10688,114919,2002-04-09,9999-01-01
10688,95059,1989-04-12,1990-04-12
10688,110338,1996-04-10,1997-04-10
10688,109765,1999-04-10,2000-04-09
10689,40000,1988-08-05,1989-08-05
10689,43079,1989-08-05,1990-08-05
10689,52813,1994-08-04,1995-08-04
10689,60602,1998-08-03,1999-08-03
10689,56626,1996-08-03,1997-08-03
10689,50403,1991-08-05,1992-08-04
10689,63629,2001-08-02,9999-01-01
10689,46246,1990-08-05,1991-08-05
10689,53144,1993-08-04,1994-08-04
10689,56161,1997-08-03,1998-08-03
10689,61738,1999-08-03,2000-08-02
10689,52952,1995-08-04,1996-08-03
10689,61346,2000-08-02,2001-08-02
10689,53582,1992-08-04,1993-08-04
10690,91577,1996-08-20,1997-08-20
10690,100949,2001-08-19,9999-01-01
10690,81255,1993-08-21,1994-08-21
10690,87424,1995-08-21,1996-08-20
10690,93100,1997-08-20,1998-08-20
10690,83658,1994-08-21,1995-08-21
10690,93880,1998-08-20,1999-08-20
10690,74580,1991-08-22,1992-08-21
10690,96421,1999-08-20,2000-08-19
10690,72028,1989-08-22,1990-08-22
10690,78708,1992-08-21,1993-08-21
10690,73298,1990-08-22,1991-08-22
10690,100200,2000-08-19,2001-08-19
10691,46745,1989-09-17,1990-09-17
10691,59249,1998-09-15,1999-09-15
10691,55662,1997-09-15,1998-09-15
10691,49191,1991-09-17,1992-09-16
10691,52119,1995-09-16,1996-09-15
10691,50942,1994-09-16,1995-09-16
10691,50169,1992-09-16,1993-09-16
10691,52104,1996-09-15,1997-09-15
10691,65841,2000-09-14,2001-09-14
10691,51405,1993-09-16,1994-09-16
10691,47695,1990-09-17,1991-09-17
10691,62039,1999-09-15,2000-09-14
10691,67546,2001-09-14,9999-01-01
10692,90753,2001-03-20,2002-03-20
10692,85374,1996-03-21,1997-03-21
10692,85644,1998-03-21,1999-03-21
10692,81380,1993-03-22,1994-03-22
10692,93492,2002-03-20,9999-01-01
10692,88722,1999-03-21,2000-03-20
10692,85069,1997-03-21,1998-03-21
10692,90871,2000-03-20,2001-03-20
10692,84526,1995-03-22,1996-03-21
10692,84328,1994-03-22,1995-03-22
10693,58359,1998-01-05,1999-01-05
10693,43236,1987-01-08,1988-01-08
10693,48731,1990-01-07,1991-01-07
10693,50324,1993-01-06,1994-01-06
10693,40000,1986-01-08,1987-01-08
10693,49757,1992-01-07,1993-01-06
10693,43617,1988-01-08,1989-01-07
10693,61524,2001-01-04,2002-01-04
10693,44467,1989-01-07,1990-01-07
10693,52560,1994-01-06,1995-01-06
10693,57922,1999-01-05,2000-01-05
10693,56015,1996-01-06,1997-01-05
10693,58242,1997-01-05,1998-01-05
10693,50027,1991-01-07,1992-01-07
10693,64360,2002-01-04,9999-01-01
10693,55203,1995-01-06,1996-01-06
10693,60714,2000-01-05,2001-01-04
10694,70357,1998-01-23,1999-01-23
10694,61419,1993-01-24,1994-01-24
10694,53020,1988-01-26,1989-01-25
10694,63927,1994-01-24,1995-01-24
10694,57413,1991-01-25,1992-01-25
10694,70963,1999-01-23,2000-01-23
10694,54460,1990-01-25,1991-01-25
10694,68225,1997-01-23,1998-01-23
10694,74210,2000-01-23,2001-01-22
10694,66120,1996-01-24,1997-01-23
10694,59629,1992-01-25,1993-01-24
10694,77488,2001-01-22,2001-07-11
10694,53961,1989-01-25,1990-01-25
10694,65072,1995-01-24,1996-01-24
10695,92733,2001-05-18,2002-05-18
10695,90987,2000-05-18,2001-05-18
10695,85720,1998-05-19,1999-05-19
10695,93037,2002-05-18,9999-01-01
10695,87470,1999-05-19,2000-05-18
10696,74123,1996-09-07,1997-09-07
10696,75749,1999-09-07,2000-09-06
10696,79991,2001-09-06,9999-01-01
10696,75689,1998-09-07,1999-09-07
10696,68913,1991-09-09,1992-09-08
10696,71446,1993-09-08,1994-09-08
10696,71126,1992-09-08,1993-09-08
10696,71303,1995-09-08,1996-09-07
10696,76142,1997-09-07,1998-09-07
10696,79751,2000-09-06,2001-09-06
10696,71703,1994-09-08,1995-09-08
10697,40000,1999-08-29,2000-08-28
10697,48005,2001-08-28,9999-01-01
10697,43673,2000-08-28,2001-08-28
10698,43963,1995-12-08,1996-12-07
10698,59249,2001-12-06,9999-01-01
10698,47766,1996-12-07,1997-12-07
10698,40000,1994-12-08,1995-12-08
10698,55857,2000-12-06,2001-12-06
10698,54571,1999-12-07,2000-12-06
10698,52191,1998-12-07,1999-12-07
10698,49198,1997-12-07,1998-12-07
10699,45183,1987-11-17,1988-11-16
10699,62273,1995-11-15,1996-11-14
10699,79406,2000-11-13,2001-11-13
10699,76036,1999-11-14,2000-11-13
10699,54307,1993-11-15,1994-11-15
10699,68375,1997-11-14,1998-11-14
10699,65152,1996-11-14,1997-11-14
10699,72864,1998-11-14,1999-11-14
10699,52390,1992-11-15,1993-11-15
10699,51898,1991-11-16,1992-11-15
10699,40000,1985-11-17,1986-11-17
10699,80252,2001-11-13,9999-01-01
10699,58467,1994-11-15,1995-11-15
10699,41404,1986-11-17,1987-11-17
10699,51541,1990-11-16,1991-11-16
10699,48944,1988-11-16,1989-11-16
10699,48981,1989-11-16,1990-11-16
10700,48042,2001-04-13,2002-04-13
10700,45794,1999-04-14,2000-04-13
10700,46720,2000-04-13,2001-04-13
10700,41400,1998-04-14,1999-04-14
10700,49892,2002-04-13,2002-06-27
10701,74949,1986-10-27,1987-10-27
10701,84245,1990-10-26,1991-10-26
10701,87549,1992-10-25,1993-10-25
10701,105545,2001-10-23,9999-01-01
10701,81034,1989-10-26,1990-10-26
10701,99223,1997-10-24,1998-10-24
10701,85185,1991-10-26,1992-10-25
10701,95101,1994-10-25,1995-10-25
10701,94848,1995-10-25,1996-10-24
10701,78947,1988-10-26,1989-10-26
10701,99669,1998-10-24,1999-10-24
10701,96826,1996-10-24,1997-10-24
10701,103261,1999-10-24,2000-10-23
10701,76773,1987-10-27,1988-10-26
10701,91221,1993-10-25,1994-10-25
10701,105663,2000-10-23,2001-10-23
10702,60574,1996-01-13,1997-01-12
10702,46581,1991-01-14,1992-01-14
10702,64998,1997-01-12,1998-01-12
10702,68863,2000-01-12,2001-01-11
10702,66124,1998-01-12,1999-01-12
10702,67969,1999-01-12,2000-01-12
10702,76094,2002-01-11,9999-01-01
10702,52405,1993-01-13,1994-01-13
10702,56572,1995-01-13,1996-01-13
10702,72746,2001-01-11,2002-01-11
10702,52980,1994-01-13,1995-01-13
10702,50792,1992-01-14,1993-01-13
10703,58683,1997-05-12,1998-05-12
10703,64816,2001-05-11,2002-05-11
10703,61363,1999-05-12,2000-05-11
10703,56724,1996-05-12,1997-05-12
10703,64417,2002-05-11,9999-01-01
10703,63151,2000-05-11,2001-05-11
10703,61558,1998-05-12,1999-05-12
10704,40000,1995-02-17,1996-02-17
10704,47092,1997-02-16,1998-02-16
10704,57419,2002-02-15,9999-01-01
10704,51565,1998-02-16,1999-02-16
10704,51138,1999-02-16,2000-02-16
10704,53401,2001-02-15,2002-02-15
10704,53790,2000-02-16,2001-02-15
10704,43852,1996-02-17,1997-02-16
10705,91123,1998-07-16,1999-07-16
10705,89927,1997-07-16,1998-07-16
10705,91214,1999-07-16,2000-07-15
10705,83585,1992-07-17,1993-07-17
10705,84064,1993-07-17,1994-07-17
10705,88059,1995-07-17,1996-07-16
10705,96870,2001-07-15,2002-07-15
10705,88792,1996-07-16,1997-07-16
10705,84774,1994-07-17,1995-07-17
10705,95260,2000-07-15,2001-07-15
10705,83673,1990-07-18,1991-07-18
10705,83200,1991-07-18,1992-07-17
10705,99116,2002-07-15,9999-01-01
10706,56413,1995-05-03,1996-05-02
10706,63892,1997-05-02,1998-05-02
10706,59478,1996-05-02,1997-05-02
10706,64594,1998-05-02,1999-05-02
10706,68682,1999-05-02,2000-05-01
10706,73019,2000-05-01,2001-04-08
10706,56139,1994-05-03,1995-05-03
